"","min_2","max_other","macro_score","micro_T8","micro_T4","micro_Myeloid"
"SDC3",0.061701081612586,1.4,-1.33829891838741,0.23,0.09,2.64
"PUM1",1.99107055464927,2.8,-0.808929445350734,0.23,0.46,2.3
"NKAIN1",0,0,0,0,0,0.1
"SNRNP40",2.1223572593801,2.93,-0.807642740619902,0.17,0.97,3.55
"ZCCHC17",2.30739396411093,3.63,-1.32260603588907,0.37,2.33,2.44
"FABP3",0.0635458319676609,0.39,-0.326454168032339,0.08,0.41,2.71
"SERINC2",0.83688408172184,1.99,-1.15311591827816,0.57,1.01,2.42
"TINAGL1",0.360483994318803,4.87,-4.5095160056812,0.49,0.48,2.84
"HCRTR1",0,0,0,0,0,0.71
"PEF1",2.2290191680261,3.34,-1.1109808319739,0.31,0.83,2.36
"COL16A1",0.0661832186168469,3.31,-3.24381678138315,0.2,0.14,0.74
"SPOCD1",0.0438877963509232,1.12,-1.07611220364908,0.26,0.14,0.76
"PTP4A2",2.8255383360522,3.81,-0.984461663947798,0.89,1.02,3.44
"KHDRBS1",2.99932096247961,3.64,-0.640679037520392,1.03,0.81,2.31
"TMEM39B",0.93638458401305,1.82,-0.88361541598695,0.52,1.14,1.42
"KPNA6",1.53066884176183,2.77,-1.23933115823817,0.51,0.76,1.2
"TXLNA",0.959567699836868,1.84,-0.880432300163132,0.79,1.98,1.12
"CCDC28B",0.845852365415987,2.6,-1.75414763458401,0.87,1.04,2.5
"IQCC",0.0497756933115824,0.33,-0.280224306688418,0.21,0.31,0.52
"DCDC2B",0.00368270799347471,0.09,-0.0863172920065253,0.08,0.03,0.01
"TMEM234",1.04280587275693,1.61,-0.567194127243067,0.58,1.22,0.6
"EIF3I",3.73926386623165,4.6,-0.860736133768352,0.53,1.3,1.14
"FAM167B",0.00736541598694943,4.72,-4.71263458401305,0.33,0.47,0.02
"LCK",0.725980831973899,5.57,-4.8440191680261,0.38,1.43,1.12
"HDAC1",1.69562805872757,3.71,-2.01437194127243,0.11,3.31,2.35
"MARCKSL1",2.46623572593801,6.09,-3.62376427406199,0.84,0.8,6.53
"TSSK3",0.00368270799347471,0.22,-0.216317292006525,0.08,0.35,0.01
"FAM229A",0.105558727569331,0.79,-0.684441272430669,0.17,0.45,1.38
"BSDC1",1.42459216965742,3.22,-1.79540783034258,0.68,0.53,2.01
"ZBTB8B",0,0.03,-0.03,0.24,0.03,0
"ZBTB8A",0.150369086460033,1.94,-1.78963091353997,0.1,0.59,0.26
"ZBTB8OS",2.7280689233279,3.21,-0.481931076672104,0.31,1.63,2.64
"RBBP4",2.43061174551387,3.16,-0.729388254486134,0.51,1.92,0.71
"SYNC",0.824031402936379,1.7,-0.875968597063621,0.37,0.89,1.51
"KIAA1522",0.233764885829783,1.58,-1.34623511417022,0.27,0.38,1.89
"YARS",1.45477569331158,2.52,-1.06522430668842,1.19,2.29,1.88
"S100PBP",0.93617251223491,2.34,-1.40382748776509,0.81,2.32,1.39
"FNDC5",0.0219774937179067,0,0.0219774937179067,0.02,0.17,0.07
"HPCA",0.00368270799347471,0.06,-0.0563172920065253,0.17,0.06,0.01
"TMEM54",0.441260195758564,2.05,-1.60873980424144,0.51,0.97,0.61
"RNF19B",0.480668086966022,1.22,-0.739331913033978,0.39,0.8,2.32
"AK2",2.94659674423686,3.5,-0.553403255763138,0.8,0.77,2.51
"AZIN2",0.119210848287113,1.33,-1.21078915171289,0.78,0.56,0.35
"TRIM62",0.189235318107667,0.57,-0.380764681892333,0.46,0.59,1.37
"ZNF362",0.69377854812398,1.69,-0.996221451876019,0.43,0.63,1.08
"PHC2",0.804147820386758,3.08,-2.27585217961324,0.42,0.54,2.83
"ZSCAN20",0.0565290068829892,0.19,-0.133470993117011,0.1,0.13,0.59
"CSMD2",0,0.95,-0.95,0,0,0
"SMIM12",2.55536908646003,3,-0.444630913539967,0.54,2.1,2.06
"GJB5",0.0059257748776509,0.09,-0.0840742251223491,0.1,0.14,0.01
"GJB4",0,0.161203477315947,-0.161203477315947,0,0.09,0
"GJB3",0.111803780181361,0.27333061668025,-0.161526836498889,0.21,0.25,1
"GJA4",0.0386911395170982,4.04,-4.0013088604829,0.14,0.95,0.62
"DLGAP3",0.233136215334421,0.29,-0.0568637846655791,0.26,0.34,0.52
"RP11-244H3.4",0.295505709624796,0.63,-0.334494290375204,0.58,0.38,0.58
"ZMYM6",0.82501427406199,1.31,-0.48498572593801,0.28,1.32,1.09
"ZMYM1",0.480324225122349,1,-0.519675774877651,0.36,1.11,0.75
"SFPQ",3.26111949429038,4.24,-0.978880505709625,0.87,0.609999999999999,2.85
"ZMYM4",1.07121125611746,1.69,-0.618788743882545,0.57,1.92,1.52
"KIAA0319L",1.25189437194127,2.06,-0.808105628058728,0.98,1.12,1.39
"NCDN",0.310519983686786,0.94,-0.629480016313214,0.48,1.2,1.05
"TFAP2E",0.10414618157981,0.26,-0.15585381842019,0.18,0.14,0.39
"PSMB2",3.85527324632953,4.41,-0.554726753670473,0.9,1.48,1.63
"C1orf216",0.641788336052202,1.55,-0.908211663947798,0.56,1.59,1.55
"CLSPN",0.422434747145188,0.78,-0.357565252854812,2.53,1.45,1.65
"AGO4",0.774019447175789,1.05,-0.275980552824211,0.6,0.88,1.46
"AGO1",1.117911908646,1.5,-0.382088091353997,0.42,1.56,1.28
"AGO3",1.27263254486134,2.31,-1.03736745513866,0.31,0.82,1.73
"TEKT2",0.0213621533442088,0.16,-0.138637846655791,0.12,0.15,0.16
"ADPRHL2",2.15954714301322,2.54,-0.38045285698678,0.44,1,2.72
"COL8A2",0,1.16,-1.16,0,0,1.38
"TRAPPC3",3.34622349102773,3.49,-0.143776508972267,0.0700000000000003,1.13,2.03
"MAP7D1",1.7809971451876,2.32,-0.539002854812398,0.52,2.27,2.27
"THRAP3",2.9799204730832,4.43,-1.4500795269168,0.72,0.33,2.51
"SH3D21",0.148025237627008,0.17,-0.0219747623729925,0.24,0.16,1.57
"EVA1B",0.899417130995302,2.93,-2.0305828690047,0.31,1.6,2.01
"STK40",1.01180869660221,1.49,-0.478191303397793,0.52,1.15,3.84
"LSM10",3.44756729200653,3.9792474870959,-0.531680195089373,0.14,1.09,2.31
"OSCP1",0.152397574565716,0.87,-0.717602425434284,0.48,0.33,0.52
"MRPS15",3.13919206817437,3.68,-0.54080793182563,0.18,2.09,3.89
"CSF3R",0.149020539713755,0.32,-0.170979460286245,0.28,0.38,2.94
"ZC3H12A",1.50935358890701,2.76,-1.25064641109299,0.65,1.17,2.81
"MEAF6",3.20527936378467,4.45,-1.24472063621533,0.109999999999999,1.51,2.76
"SNIP1",0.724881729200653,1.22,-0.495118270799347,0.43,1.25,0.88
"DNALI1",0.153731647634584,1.45,-1.29626835236542,0.35,0.29,0.25
"GNL2",1.70116231647635,2.52,-0.818837683523654,0.72,1.95,2.75
"RSPO1",0,0.74,-0.74,0,0,0
"C1orf109",0.394327079934747,1.27321380059766,-0.878886720662917,0.61,1.54,0.48
"CDCA8",0.17473898858075,0.42,-0.24526101141925,1.98,0.77,1.45
"EPHA10",0.0556746421938162,0.0263189350719913,0.0293557071218249,0.14,0.15,0.13
"MANEAL",0.0586174551386623,0.17,-0.111382544861338,0.17,0.11,0.11
"YRDC",0.256048290178084,0.56,-0.303951709821916,0.17,0.27,0.44
"C1orf122",2.46380967988638,3.37,-0.906190320113624,0.0899999999999999,1.06,1.69
"MTF1",0.648550163132137,1.19,-0.541449836867863,0.33,0.49,0.89
"INPP5B",0.674824632952692,1.81467264330345,-1.13984801035076,0.71,1.3,1.4
"SF3A3",1.8165660685155,2.56946481934257,-0.752898750827073,0.45,1.03,1.36
"FHL3",1.36921446520267,2.97,-1.60078553479733,1.02,2.33,3.3
"POU3F1",0.122194127243067,0.164430861179027,-0.0422367339359606,0.21,0.59,0.14
"RRAGC",1.80146400087403,2.13,-0.32853599912597,0.75,0.45,3.15
"MYCBP",1.29285685154976,2,-0.707143148450245,0.31,0.85,1.47
"RP5-864K19.6",0,0,0,0,0,0
"RHBDL2",0.0464885807504078,0.63,-0.583511419249592,0.06,0.36,0.12
"AKIRIN1",1.84434951060359,2.83,-0.985650489396411,0.48,0.57,1.25
"NDUFS5",5.11080954323002,5.66,-0.549190456769984,0.18,0.29,1.58
"MACF1",2.0422308319739,4.37,-2.3277691680261,0.29,2.34,1.07
"PABPC4",1.41766524636731,2.4,-0.982334753632689,0.32,2.14,2.88
"HEYL",0.0108123019774937,2.6,-2.58918769802251,0.02,0.09,0.08
"NT5C1A",0,0,0,0,0,0
"HPCAL4",0,0.0389894050529747,-0.0389894050529747,0,1.32,0
"PPIE",2.24573817292007,3.01,-0.764261827079935,0.31,2.24,3.18
"BMP8B",0.0314361411559052,0.24,-0.208563858844095,0.07,0.05,0.07
"OXCT2",0.0186425215776248,0.184330345014942,-0.165687823437317,0.08,0.01,1.07
"TRIT1",0.632540783034258,1.28,-0.647459216965742,0.98,1.07,1.43
"MYCL",0.0380438107724243,0.0595001358326542,-0.0214563250602298,0.02,0.38,1.18
"MFSD2A",0.190829236315962,0.71,-0.519170763684038,0.28,0.34,2.07
"CAP1",4.88796696574225,5.49,-0.602033034257749,0.34,0.76,1.85
"PPT1",3.3125254015077,3.25,0.0625254015077026,0.3,0.62,2.61
"RLF",1.30385195758564,1.79,-0.486148042414356,0.9,0.46,1.82
"TMCO2",0.00499508357915438,0.02,-0.0150049164208456,0,0.03,0.05
"ZMPSTE24",1.92586460032626,2.72,-0.794135399673736,0.58,0.97,0.92
"COL9A2",0.461967781402936,1.50447161097528,-1.04250382957234,1.37,2.04,1.69
"SMAP2",3.28497349102773,4.65144797609345,-1.36647448506572,0.73,0.84,5.09
"ZFP69B",0.0575387438825449,0.24,-0.182461256117455,0.23,0.43,0.41
"ZFP69",0.138450244698206,0.176234718826406,-0.0377844741282003,0.2,0.38,0.32
"EXO5",0.377483686786297,0.88,-0.502516313213703,0.31,1.03,1.12
"ZNF684",0.605340538336052,0.93,-0.324659461663948,0.12,0.98,0.85
"RIMS3",0.0454119086460033,0.29,-0.244588091353997,0.27,0.15,0.08
"NFYC",1.93214110929853,2.21,-0.277858890701468,0.16,2.76,2.23
"KCNQ4",0.00224243417458757,0.02,-0.0177575658254124,0.01,0,0.02
"CITED4",0.0307369168578608,0.3,-0.269263083142139,0.04,0.05,0.12
"CTPS1",0.478656199021207,1.13,-0.651343800978793,0.76,1.23,1.22
"SLFNL1",0,0.00657973376799783,-0.00657973376799783,0,0,0.02
"SCMH1",0.309231239804241,1.22,-0.910768760195759,0.42,0.77,0.67
"FOXO6",0,0.0101711491442543,-0.0101711491442543,0.04,0,0
"EDN2",0.0519802250628209,0.17,-0.118019774937179,0.1,0.15,0.17
"HIVEP3",0.439475938009788,1.75,-1.31052406199021,0.43,1.65,0.89
"GUCA2B",0.00368270799347471,0.15,-0.146317292006525,0.08,0.22,0.01
"GUCA2A",0,0.0246835099157838,-0.0246835099157838,0,0,0
"FOXJ3",0.8891455954323,1.92,-1.0308544045677,0.47,0.51,1.4
"RIMKLA",0.0204588659455916,0.31,-0.289541134054408,0.04,0.02,0.25
"ZMYND12",0.0304413853381405,0.24,-0.209558614661859,0.05,0.19,0.2
"PPCS",3.31400081566069,3.41623743547949,-0.102236619818804,0.38,0.41,2.08
"CCDC30",0.261810766721044,0.59,-0.328189233278956,0.56,0.79,1.36
"PPIH",1.92521411092985,2.92,-0.994785889070147,0.47,0.42,2.05
"YBX1",6.00699770567027,6.52,-0.513002294329727,0.29,0.590000000000001,0.69
"CLDN19",0,0,0,0.02,0,0
"P3H1",0.904977569331158,3.04,-2.13502243066884,0.47,1.51,1.29
"C1orf50",1.63665986949429,1.8,-0.16334013050571,0.52,0.75,0.91
"ERMAP",0.249066426308314,0.91,-0.660933573691686,0.2,0.64,0.77
"ZNF691",0.638584828711256,0.75,-0.111415171288744,0.98,0.68,0.74
"SLC2A1",1.94206653556211,2.41,-0.467933464437889,0.59,0.77,2.43
"FAM183A",0.0963743882544861,0.72746807932627,-0.631093691071784,0.15,0.48,0.18
"EBNA1BP2",1.99034665579119,2.96,-0.969653344208809,0.78,2.52,1.96
"CFAP57",0.0284380097879282,0.0613284433577832,-0.032890433569855,1.04,0.45,0.43
"TMEM125",0.222778870315743,0.72,-0.497221129684256,0.47,0.32,0.55
"C1orf210",0.0981790375203915,0.216851399076338,-0.118672361555946,0.22,0.22,0.15
"TIE1",0.0572560908991587,4.85,-4.79274390910084,0.24,0.05,2.1
"MPL",0,0,0,0,0,0
"CDC20",0.540116231647635,0.898090192882369,-0.357973961234734,2.34,0.85,0.73
"ELOVL1",2.15346859706362,3.17,-1.01653140293638,0.37,1.06,3.78
"MED8",2.41422265923741,2.64,-0.225777340762591,0.34,0.97,2.92
"SZT2",0.555834013050571,1.19,-0.634165986949429,0.48,1.07,0.93
"HYI",0.975765322844969,2.58,-1.60423467715503,0.51,1.13,2.83
"PTPRF",0.432300163132137,1.41,-0.977699836867863,0.47,0.92,0.68
"KDM4A",0.805856443719413,1.42,-0.614143556280587,0.61,0.72,1.97
"ST3GAL3",0.419125203915171,1.01,-0.590874796084829,0.25,0.55,1.66
"ARTN",0.00713645799191522,0.01,-0.00286354200808478,0.04,0.03,0.06
"IPO13",0.563627650897227,1.05,-0.486372349102773,0.24,0.78,0.78
"DPH2",0.57271207177814,1.35,-0.77728792822186,0.54,1.43,0.86
"ATP6V0B",4.15834753632689,4.73721543058951,-0.578867894262626,0.13,1.77,1
"B4GALT2",0.175290068829892,1.29,-1.11470993117011,0.09,0.25,0.43
"CCDC24",0.192206926690702,0.31,-0.117793073309298,0.37,0.28,0.6
"SLC6A9",0.0496431484502447,0.8,-0.750356851549755,0.08,0.14,0.57
"KLF17",0,0.19,-0.19,0,0,0
"DMAP1",1.48399673735726,2.29,-0.80600326264274,0.4,1.06,2.83
"ERI3",1.81111133768352,2.76,-0.948888662316476,0.55,0.73,3.52
"RNF220",1.0854751223491,1.47,-0.384524877650897,0.37,1.69,1.23
"TMEM53",0.809157106959467,1.38,-0.570842893040533,0.41,0.4,1.92
"C1orf228",1.64049273462253,1.02334691659875,0.617145818023778,0.6,2.19,3.95
"KIF2C",0.163845840130506,0.421926107036131,-0.258080266905626,1.82,0.52,0.68
"RPS8",7.69303629690049,9.24744906275469,-1.5544127658542,0.91,1.13,1.46
"BEST4",0.036521207177814,0.19465634338495,-0.158135136207136,0.28,0.61,0.06
"PLK3",2.32077079934747,2.65,-0.329229200652529,0.97,0.43,2.96
"TCTEX1D4",0.104198623402163,0.28851399076338,-0.184315367361216,0.34,0.25,0.39
"BTBD19",0.177776138970829,1.15,-0.972223861029171,0.2,0.34,0.79
"PTCH2",0.298292909428603,0.52,-0.221707090571397,0.63,1.17,1.61
"EIF2B3",1.12026508972268,1.79,-0.669734910277325,0.35,1.51,2.03
"HECTD3",0.574781810766721,0.91,-0.335218189233279,0.19,0.91,0.74
"UROD",2.12878892166503,3.15,-1.02121107833497,0.21,2.14,2.62
"ZSWIM5",0.0110481239804241,0.23,-0.218951876019576,0.07,0.22,0.03
"HPDL",0.00169861337683524,0.15,-0.148301386623165,0.14,0.18,0.17
"MUTYH",0.720889070146819,1.55,-0.829110929853181,0.34,1.64,1.12
"TOE1",0.488674551386623,1.4,-0.911325448613377,0.6,1.29,0.99
"TESK2",0.198131760078663,0.607000814995925,-0.408869054917262,0.34,0.35,0.75
"MMACHC",0.17294712116246,0.47,-0.29705287883754,0.22,0.21,0.48
"PRDX1",4.93560308095706,6.1,-1.16439691904294,0.37,0.98,2.69
"AKR1A1",2.9848470446848,3.96380603096985,-0.978958986285043,0.11,0.82,2.71
"NASP",2.45908646003263,4.26,-1.80091353996737,1.18,2.15,3.38
"CCDC17",0.125682289959576,0.24,-0.114317710040424,0.1,0.43,0.21
"GPBP1L1",2.0817883360522,2.58,-0.498211663947798,0.38,0.68,1.19
"TMEM69",1.67246941272431,1.96593588698723,-0.293466474262925,0.43,0.62,2.08
"IPP",0.21189233278956,1.17,-0.95810766721044,0.44,1.04,1.11
"MAST2",0.312671288743883,1.17,-0.857328711256117,0.36,0.58,0.42
"PIK3R3",0.332320554649266,3.72,-3.38767944535073,0.21,0.57,0.77
"TSPAN1",0.28594616639478,1.53082314588427,-1.24487697948949,0.74,1.09,0.4
"POMGNT1",0.743800978792822,1.85,-1.10619902120718,0.5,0.78,0.92
"LURAP1",0.047905604719764,0.93,-0.882094395280236,0.13,0.1,0.55
"RAD54L",0.0716924959216966,0.13,-0.0583075040783034,0.86,0.13,0.9
"LRRC41",1.43967781402936,2.59,-1.15032218597064,0.52,0.69,2.04
"UQCRH",5.2258707177814,5.95723988046726,-0.731369162685861,0.300000000000001,0.15,1.95
"NSUN4",0.578862153344209,1.12,-0.541137846655791,0.43,1.23,0.72
"FAAH",0.118514694635639,0.26,-0.141485305364361,0.16,0.29,0.47
"DMBX1",0.014094616639478,0.01,0.00409461663947798,0.12,0,0.03
"KNCN",0,0,0,0,0,0
"MKNK1",2.22050857642303,2.62,-0.39949142357697,0.54,1.9,2.43
"MOB3C",0.583344208809135,1.45,-0.866655791190865,0.48,1.56,0.85
"ATPAF1",1.40588499184339,2.02,-0.614115008156607,0.58,0.94,2.24
"TEX38",0,0,0,0,0,0.01
"EFCAB14",2.41310766721044,3.2,-0.786892332789559,0.6,1.96,3.44
"CYP4B1",0.0609176182707993,0.626316218418908,-0.565398600148108,0.4,0.22,0.09
"CYP4A11",0,0.01,-0.01,0,0,0
"CYP4X1",0.068734841035726,0.59,-0.521265158964274,0.15,0.11,0.17
"CYP4Z1",0,0,0,0,0,0
"CYP4A22",0,0.01,-0.01,0,0,0
"PDZK1IP1",1.22464926590538,2.43758217875577,-1.21293291285039,1.9,0.44,1.62
"TAL1",0.00696656833824975,1.76,-1.75303343166175,0,0.09,2.03
"STIL",0.0556566068515498,0.21,-0.15434339314845,0.83,0.38,0.09
"CMPK1",2.71437805872757,3.28,-0.56562194127243,0.28,0.69,2.92
"FOXE3",0,0,0,0.01,0,0
"FOXD2",0.00736541598694943,0.26,-0.252634584013051,0.08,0.07,0.02
"TRABD2B",0,0.23,-0.23,0,0,0
"SLC5A9",0,0.0213800597663678,-0.0213800597663678,0,0,0.15
"SPATA6",0.121099639462471,1.1,-0.978900360537529,0.13,0.32,1.3
"AGBL4",0,0.0237326813365933,-0.0237326813365933,0,0,0
"BEND5",0.102832381729201,1.32,-1.2171676182708,0.45,0.41,1.31
"ELAVL4",0.0663017589861248,0.0336593317033415,0.0326424272827833,0.15,0.14,0.33
"DMRTA2",0,0,0,0.03,0,0
"FAF1",0.772000407830343,1.02729693018202,-0.255296522351673,0.31,1.58,0.97
"CDKN2C",1.096661908646,2.21,-1.113338091354,1.46,0.74,3.15
"RNF11",2.00293433931484,3.11,-1.10706566068515,0.42,0.53,2.79
"TTC39A",0.0600530179445351,0.96,-0.899946982055465,0.05,0.47,1.93
"EPS15",1.96991639477977,3.19,-1.22008360522023,0.36,1.66,2.52
"OSBPL9",1.29343189233279,2.51,-1.21656810766721,0.37,1.64,3.47
"RAB3B",0,0.11,-0.11,0.06,0.25,0
"TXNDC12",3.32027204195346,3.53,-0.209727958046542,0.28,1.08,3.56
"KTI12",0.533509380097879,1.47,-0.936490619902121,0.0699999999999998,1.43,0.71
"BTF3L4",3.09226319239594,3.38,-0.287736807604064,0.23,1.13,3.34
"ZFYVE9",0.0683380913539967,0.6,-0.531661908646003,0.1,0.29,0.62
"CC2D1B",0.76141924959217,1.11,-0.34858075040783,0.64,1.47,0.89
"ORC1",0.111855628058728,0.17,-0.0581443719412724,0.68,0.25,0.15
"PRPF38A",2.17978384991843,3.27,-1.09021615008157,0.43,0.42,3.17
"ZCCHC11",1.35722471451876,2.8705895137191,-1.51336479920034,0.26,1.15,1.87
"GPX7",0.675354812398042,2.87,-2.19464518760196,0.47,2.01,1.38
"FAM159A",0.609979608482871,2.2659413202934,-1.65596171181053,0.51,1.81,1.03
"COA7",0.625026220911177,1.19,-0.564973779088823,0.44,0.81,1.13
"ZYG11B",0.800034414945919,1.83,-1.02996558505408,0.58,1.49,1.44
"ZYG11A",0,0.345324640043466,-0.345324640043466,0.04,0.1,0
"ECHDC2",1.01385399673736,2.63,-1.61614600326264,0.33,1.45,2.12
"SCP2",4.16399061990212,4.8,-0.636009380097879,0.33,0.5,2.31
"PODN",0.0113723491027732,3.34,-3.32862765089723,0.17,0.17,0.13
"SLC1A7",0.043095160056812,1.98,-1.93690483994319,0.31,0.01,0.3
"CPT2",0.805295676998369,0.95,-0.144704323001631,0.19,1.43,1.6
"C1orf123",2.14963703099511,3.31,-1.16036296900489,0.26,0.27,2.98
"MAGOH",3.15741639477977,3.66,-0.502583605220228,0.54,1.54,3.33
"LRP8",0.241541598694943,0.41,-0.168458401305057,0.39,0.57,1.01
"DMRTB1",0,0,0,0.01,0,0
"GLIS1",0,0.15,-0.15,0.04,0,0
"NDC1",0.609365823817292,1.08,-0.470634176182708,0.56,0.92,0.97
"YIPF1",1.54135603588907,1.90618310241782,-0.364827066528751,0.27,1.29,2.01
"DIO1",0,0,0,0,0,0.09
"HSPB11",3.04019371941272,3.5,-0.459806280587276,0.55,2.44,3.81
"LRRC42",0.849914355628059,1.85,-1.00008564437194,0.57,1.2,1.42
"LDLRAD1",0.036521207177814,0.08,-0.043478792822186,0.03,0.25,0.06
"TMEM59",5.14880913539967,6.06,-0.911190864600326,0.14,0.27,2
"TCEANC2",0.454155791190865,0.83,-0.375844208809135,0.37,0.73,0.75
"CDCP2",0,0.05,-0.05,0,0,0
"RP11-446E24.4",0,0,0,0,0,0
"CYB5RL",0.265020391517129,1.06,-0.794979608482871,0.48,0.5,1.1
"MRPL37",2.1633075040783,2.28,-0.116692495921696,0.55,1.53,2.78
"SSBP3",0.551319239593576,2.05,-1.49868076040642,0.2,1.04,2.39
"ACOT11",0.211001311045559,0.66,-0.448998688954441,0.37,0.38,1.31
"FAM151A",0,0,0,0,0,0
"MROH7",0.0116551950180269,0.11,-0.0983448049819731,0,0.07,0.5
"TTC4",0.142675367047308,0.33,-0.187324632952692,0.29,1.56,0.18
"PARS2",0.175976753670473,0.35145340939962,-0.175476655729147,0.33,0.49,0.76
"TTC22",0.116455954323002,0.9,-0.783544045676998,0.64,1.05,0.31
"DHCR24",0.885984376707091,1.53517794077696,-0.649193564069872,1.01,0.76,1.25
"TMEM61",0.0308494482683273,0.16,-0.129150551731673,0.11,0.07,0.13
"BSND",0,0,0,0,0,0
"PCSK9",0.0288129575002731,0.21,-0.181187042499727,0.06,0.07,0.07
"USP24",0.926839314845025,1.7,-0.773160685154975,0.2,0.9,1.18
"PRKAA2",0.00603588907014682,0.42,-0.413964110929853,0.14,0.04,0.02
"C1orf168",0,0.16,-0.16,0.12,0,0
"C8A",0,0,0,0,0,0.19
"C8B",0,0.0256560717196414,-0.0256560717196414,0,0,0.58
"DAB1",0.00224306688417618,0.16,-0.157756933115824,0,0.15,0.01
"OMA1",0.81519779771615,1.55943765281174,-0.744239855095586,0.21,1.33,5.17
"TACSTD2",1.92355016313214,3.26,-1.33644983686786,2.24,2.49,5.36
"MYSM1",1.07660073409462,1.77,-0.693399265905384,1.09,0.66,1.31
"JUN",6.04643556280587,6.86064113012768,-0.81420556732181,0.600000000000001,0.850000000000001,2.61
"FGGY",0.842903752039152,1.10549035588155,-0.262586603842402,0.41,1.69,1.37
"HOOK1",0.112296084828711,0.585618038576474,-0.473321953747763,0.6,1.35,0.52
"CYP2J2",0.0248083197389886,0.32,-0.295191680261011,0.33,0.17,0.07
"C1orf87",0.00210914454277286,0.220032599837001,-0.217923455294228,0,0.03,0.03
"NFIA",0.738803670927565,3.92,-3.18119632907243,0.78,1.66,2.14
"TM2D1",2.30862765089723,3.28,-0.971372349102773,0.16,1.07,3.05
"L1TD1",0.00407953676390255,0.11,-0.105920463236097,0.02,0,0.33
"KANK4",0,0.17,-0.17,0,0,0.02
"USP1",1.69161296900489,2.66,-0.968387030995106,1.33,0.65,2.8
"DOCK7",0.292849885283514,1.44,-1.14715011471649,0.04,0.39,1.18
"ATG4C",0.996042281219272,2.13480304265145,-1.13876076143218,0.2,0.68,2.46
"FOXD3",0,0,0,0,0,0
"ALG6",0.81971044045677,1.58,-0.76028955954323,0.56,0.49,1.14
"ITGB3BP",1.19041598694943,2.28,-1.08958401305057,1.37,1,1.47
"EFCAB7",0.247059543230016,0.82,-0.572940456769984,0.4,1.48,0.5
"PGM1",1.59719820554649,2.6,-1.00280179445351,0.84,1.82,2.09
"ROR1",0.00815907352780509,1.01,-1.0018409264722,0.04,0,0.78
"UBE2U",0,0.0171040478130943,-0.0171040478130943,0.02,0,0
"CACHD1",0.0172512234910277,0.83,-0.812748776508972,0.04,0.24,0.05
"RAVER2",0.0674327079934747,0.98,-0.912567292006525,0.17,0.21,2.29
"JAK1",3.24677610114193,5.47,-2.22322389885807,0.31,0.83,4.12
"AK4",0.331083797661969,1.3,-0.968916202338031,0.66,0.19,1.71
"DNAJC6",0.00960848287112561,0.27,-0.260391517128874,0.05,0.07,0.02
"LEPROT",2.7823822790342,5.07,-2.2876177209658,0.1,2.31,3.83
"LEPR",0.207542882115154,3.52,-3.31245711788485,0.46,0.43,0.66
"PDE4B",1.93658646003263,3.1673159467536,-1.23072948672097,0.62,2.85,2.45
"SGIP1",0,2.69,-2.69,0,0,0.18
"TCTEX1D1",0.0300284059871081,1.19,-1.15997159401289,0.12,0.1,2.73
"INSL5",0,0,0,0,0,0
"WDR78",0.0493148450244698,0.47,-0.42068515497553,0.27,0.41,0.07
"MIER1",2.0312663132137,3.36,-1.3287336867863,0.89,0.44,3.39
"SLC35D1",0.527618270799348,1.02,-0.492381729200652,0.0499999999999999,0.82,1.44
"C1orf141",0,0.0342080956261885,-0.0342080956261885,0,0.08,0
"IL23R",0.00368270799347471,0,0.00368270799347471,0.08,0.6,0.01
"SERBP1",4.03414151712887,5.01,-0.975858482871125,0.449999999999999,0.649999999999999,3.06
"GADD45A",1.22382544861338,3.52,-2.29617455138662,0.29,2.06,3.75
"GNG12",0.216428493390145,2.98,-2.76357150660985,0.14,0.37,0.8
"DIRAS3",0,0.82,-0.82,0.03,1.63,0
"WLS",0.0618862667977712,2.61,-2.54811373320223,0.05,0.18,0.65
"RPE65",0,0.04,-0.04,0,0,0
"DEPDC1",0.123501223491028,0.49,-0.366498776508972,1.11,0.24,0.22
"LRRC7",0.0778996737357259,0.4,-0.322100326264274,0.39,0.69,0.26
"LRRC40",0.883329934747145,1.9,-1.01667006525285,0.33,0.79,1.23
"SRSF11",3.460838091354,5.51,-2.049161908646,0.38,0.38,2.44
"ANKRD13C",0.720230424143556,1.32158109209454,-0.601350667950983,0.58,0.41,1.51
"HHLA3",0.74048735725938,1.16698179842434,-0.426494441164961,0.4,1.22,0.88
"CTH",0.0779864525292254,0.92,-0.842013547470775,0.16,0.95,1.22
"PTGER3",0.00349065880039331,1.19,-1.18650934119961,0.03,0,0.79
"ZRANB2",2.20135603588907,3.13,-0.92864396411093,0.53,1.01,3.33
"NEGR1",0.0093084234677155,0.63,-0.620691576532284,0.08,0,0.71
"LRRIQ3",0.152483338796023,0.61,-0.457516661203977,0.17,0.27,0.78
"FPGT",0.762454932808915,1.16,-0.397545067191085,0.27,2.35,1.04
"FPGT-TNNI3K",0.022044138533814,0.22,-0.197955861466186,0.02,0.08,0.05
"TNNI3K",0.00736541598694943,0.06,-0.0526345840130506,0.16,0.01,0.02
"ERICH3",0,0.2,-0.2,0.48,0,0
"CRYZ",1.0138132137031,1.94358869872317,-0.929775485020074,0.85,1.07,1.91
"TYW3",1.59357259380098,2.11,-0.516427406199021,0.51,1.02,2.97
"SLC44A5",0.0576508972267537,0.2,-0.142349102773246,0.19,0.48,0.12
