"","gene","target_score.x","target_score.y","target_score.x.1","target_score.y.1","target_score.x.2","target_score.y.2","target_score.x.3","target_score.y.3","target_score.x.4","target_score.y.4","score_avg"
"228","ACSL3",-1.18,-0.34,-1.65,-0.62,-2.13,-1.45,-1.34,-2,-1.48,-2.49,-1.468
"229","ACSL4",-1.99,-3.14,-3.12,0.1,NA,-3.49,-1.38,-0.9,-3.14,-3.14,-2.24444444444444
"230","ACSL5",-0.19,-1.32,-0.73,-0.22,-0.69,-1.18,-0.24,-1.16,-0.61,-0.77,-0.711
"231","ACSL6",-1.6,-0.72,-0.26,-1.21,NA,-0.86,-1.87,-2.65,-1.51,-2.99,-1.51888888888889
"232","ACSM1",-0.32,-0.16,NA,-0.75,NA,-0.38,-0.6,-1.19,NA,NA,-0.566666666666667
"233","ACSM2A",-0.26,-0.46,NA,-0.52,NA,-0.43,-0.32,-1.89,NA,-0.81,-0.67
"234","ACSM2B",-0.32,-0.14,NA,-0.2,-0.23,-2.72,-0.65,-2.74,NA,-1.28,-1.035
"235","ACSM3",-1.09,-3.38,-1.05,-1.48,NA,-1.91,-2.06,-0.63,-1.44,-3.11,-1.79444444444444
"236","ACSM4",NA,-0.03,NA,-0.09,-0.2,-2.08,NA,-0.09,NA,NA,-0.498
"237","ACSM5",-0.22,0,-1.86,-0.34,NA,-0.43,-0.6,-1.05,NA,-0.32,-0.6025
"238","ACSM6",-0.15,NA,NA,NA,NA,-0.26,NA,-0.77,NA,-0.92,-0.525
"239","ACSS1",-1,-1.71,-0.44,-0.7,NA,-1.36,-1.37,-2.38,-0.83,-1.17,-1.21777777777778
"240","ACSS2",-1.71,-2.06,-1.88,-1.91,-1.94,-2.4,-1.66,-2.37,-1.51,-3.17,-2.061
"241","ACSS3",-0.2,-0.16,-0.35,-0.12,NA,-0.52,-0.21,-0.51,NA,-0.37,-0.305
"242","ACTA1",-0.09,-0.04,NA,-0.06,-0.09,-0.26,-0.08,-0.09,NA,NA,-0.101428571428571
"243","ACTA2",-0.02,-3.36,-0.61,-0.00999999999999979,-0.68,-0.11,-1.27,-1.57,0.82,-1.16,-0.797
"244","ACTB",-1.31,-1.27,-0.229999999999999,-0.619999999999999,-1.44,-2.28,-1.02,-1.24,-0.91,-0.619999999999999,-1.094
"245","ACTBL2",-0.05,NA,NA,-1.12,NA,-0.19,NA,-0.01,NA,NA,-0.3425
"246","ACTC1",NA,-0.2,NA,-0.29,-0.23,-0.46,NA,-0.05,NA,-0.55,-0.296666666666667
"247","ACTG1",-1.18,-1.16,-0.130000000000001,-0.369999999999999,-0.85,-1.41,-1.42,-0.5,-0.61,-0.0400000000000009,-0.767
"248","ACTG2",-0.85,-0.78,-0.51,-1.04,-2.3,0,-0.59,-1.74,0.1,-4.11,-1.182
"249","ACTL10",-0.57,-1.2,-1.18,-0.64,-0.54,-0.42,-0.93,-2.2,-0.46,NA,-0.904444444444444
"250","ACTL6A",-0.15,-1.53,-0.49,0.0300000000000002,-2.96,-0.38,-0.31,-1.12,-0.0299999999999998,-1.45,-0.839
"251","ACTL6B",NA,NA,NA,-0.17,NA,-0.69,NA,-0.01,NA,NA,-0.29
"252","ACTL7A",-0.01,-0.55,NA,-0.26,NA,-0.19,NA,-0.01,NA,NA,-0.204
"253","ACTL7B",-0.04,0,NA,-0.04,0,0,NA,-0.03,NA,NA,-0.0183333333333333
"254","ACTL8",-0.03,NA,NA,-0.66,0.01,-0.33,NA,-1.26,NA,NA,-0.454
"255","ACTL9",NA,NA,NA,-0.05,NA,-0.07,NA,0,NA,NA,-0.04
"256","ACTN1",-3.71,-5.24,-3.84,-4.71,-3.43,-3.19,-2.92,-3,-3.38,-3.83,-3.725
"257","ACTN2",-0.03,-0.2,NA,-0.16,-0.12,-1.28,-0.34,-1.28,NA,NA,-0.487142857142857
"258","ACTN3",-0.13,-0.32,NA,-0.01,-0.3,-0.07,-0.06,-0.13,NA,NA,-0.145714285714286
"259","ACTN4",-1.09,-0.58,-0.0599999999999996,-0.52,-0.16,-1.23,0.25,-0.83,-0.23,-0.9,-0.535
"260","ACTR10",-0.4,-0.88,-0.65,-0.61,-0.61,-0.5,-0.0100000000000002,-0.82,-0.0800000000000001,-0.54,-0.51
"261","ACTR1A",-0.23,-0.96,-1.68,-0.83,-0.19,-0.9,-0.71,-0.35,-0.31,-0.54,-0.67
"262","ACTR1B",-0.24,-1.43,-0.82,-1.13,-0.91,-0.54,-0.35,-0.84,-0.0699999999999998,-0.56,-0.689
"263","ACTR2",-1.74,-2.2,-0.54,-0.51,-0.37,-1.78,-0.36,-0.5,-0.7,-1.53,-1.023
"264","ACTR3",-0.93,-0.899999999999999,-0.11,-0.4,-0.79,-1.17,-0.22,-0.44,-0.15,-0.65,-0.576
"265","ACTR3B",-0.62,-1.04,-0.35,-0.84,-1.22,-0.73,-0.41,-0.29,-0.41,-1.5,-0.741
"266","ACTR3C",-1.57,-1.5,-0.36,-0.68,-0.56,-0.6,-0.71,-2.33,-1.46,-1.81,-1.158
"267","ACTR5",-0.67,-2.44,-0.72,-1.03,-0.58,-0.67,-0.94,-0.81,-0.16,-0.55,-0.857
"268","ACTR6",-0.21,-1.1,-2.5,-2,-1.4,-1.54,-0.61,-1.92,-1.24,-0.93,-1.345
"269","ACTR8",0.02,-2.44,-1.39,-0.34,-0.76,-0.49,-0.29,-0.93,-0.99,-1.37,-0.898
"270","ACTRT1",NA,NA,NA,-0.25,NA,-0.08,NA,-1.18,NA,NA,-0.503333333333333
"271","ACTRT2",NA,-0.01,NA,-1.22,NA,-0.25,NA,-0.43,NA,NA,-0.4775
"272","ACTRT3",-0.59,-1.03,-2.65,-2.58,-0.25,-0.69,-0.71,-2.82,-0.2,-0.35,-1.187
"273","ACVR1",-1.1,-1.51,-0.64,-1.09,-2.31,-1.69,-0.26,-1.64,-1.28,-1.6,-1.312
"274","ACVR1B",-1.01,-1.25,-1.97,-0.75,-1.47,-2.46,-1.16,-2.7,-2.14,-1.86,-1.677
"275","ACVR1C",-1.51,-0.85,-0.85,-0.15,-1.01,-1.42,-0.66,-0.28,-0.9,-0.67,-0.83
"276","ACVR2A",-0.94,-1.99,-1.8,-1.89,-1.58,-1.15,-1.14,-4.05,-0.69,-1.41,-1.664
"277","ACVR2B",-0.5,-0.33,-1.19,-0.31,-1.37,-0.56,-1.18,-0.81,-0.24,-0.23,-0.672
"278","ACVRL1",-4.78,-3.2,-2.02,-2.7,-1.46,-6.26,-1.05,-0.67,-0.86,-3.18,-2.618
"279","ACY1",-0.67,-1.2,-0.67,-0.92,-0.14,-0.65,-0.6,-1.07,-0.31,-3.37,-0.96
"280","ACY3",-1.13,-3.64,-2.02,-2.35,-1.79,-0.94,-2.28,-1.92,-1.13,-1.98,-1.918
"281","ACYP1",-1.28,-1.68,-0.6,-0.59,-0.0100000000000002,-0.53,-0.36,-0.95,-0.5,-1.18,-0.768
"282","ACYP2",-1.27,-0.99,-1.18,-1.06,NA,-0.72,-1.16,-1.16,-0.85,-1.73,-1.12444444444444
"283","AD000671.6",-0.03,NA,NA,NA,-0.419999999999999,NA,-0.19,-0.460000000000001,NA,NA,-0.275
"284","ADA",-0.38,-1.96,-0.58,-1.3,-0.74,-0.69,-1.14,-1.33,-0.79,-1.38,-1.029
"285","ADAD1",NA,-0.02,NA,-0.04,NA,-0.24,NA,-1.01,NA,NA,-0.3275
"286","ADAD2",-0.37,-0.12,NA,-0.31,-0.82,-0.68,-0.25,-0.06,NA,NA,-0.372857142857143
"287","ADAL",-0.34,-0.28,-1.1,-1.36,-1.02,-0.72,-0.17,-3.6,0.12,-0.95,-0.942
"288","ADAM10",-1.11,-0.65,-0.8,-0.71,-1.11,-1.2,-0.62,-1.46,-1.07,-1.37,-1.01
"289","ADAM11",0,-0.18,NA,-0.09,-0.16,-1.02,-0.05,-0.55,NA,-0.21,-0.2825
"290","ADAM12",-1.62,-2.68,-3.61,-0.84,-1,-2.59,-2.07,-2.7,-1.96,-3.03,-2.21
"291","ADAM15",-3.84,-4.55,-2.01,-4.47,-1.8,-2.74,-1.78,-1.25,-1.27,-3.3,-2.701
"292","ADAM17",-0.96,-0.73,-2.21,-1.02,-1.34,-1.66,-0.96,-2.11,-1.45,-3.19,-1.563
"293","ADAM18",NA,NA,NA,-0.05,-0.05,-0.33,NA,-0.47,NA,NA,-0.225
"294","ADAM19",-0.94,-2.22,-2.05,-2.29,-2.8,-1.31,-1.99,-3.5,-1.49,-2.39,-2.098
"295","ADAM2",NA,NA,NA,-0.02,-0.09,-0.17,NA,-1.03,NA,NA,-0.3275
"296","ADAM20",-0.44,-0.85,NA,-0.66,-0.28,-0.2,-0.17,-0.74,-0.05,NA,-0.42375
"297","ADAM21",NA,-0.28,NA,-0.13,0,-0.67,NA,-0.01,NA,NA,-0.218
"298","ADAM22",-0.67,-1.12,-0.9,-0.39,-0.53,-0.98,-0.48,-2.28,-0.11,-0.92,-0.838
"299","ADAM23",-0.92,-0.21,-3.02,-0.71,-0.55,-1.38,-1.09,-3.27,-0.17,-0.97,-1.229
"300","ADAM28",-5.07,-4.93,-4.62,-5.25,-3.63,-4.46,-4.63,-4.49,-3.84,-6.73,-4.765
"301","ADAM29",-0.17,0,NA,-0.21,-0.18,-0.95,-0.35,-0.65,NA,-1.11,-0.4525
"302","ADAM30",-0.01,NA,NA,-0.3,NA,-0.28,NA,-0.01,NA,NA,-0.15
"303","ADAM32",-0.31,-0.62,NA,-0.23,-0.21,-1.35,-0.07,-0.2,NA,-1.61,-0.575
"304","ADAM33",-0.21,-0.13,-0.41,-0.17,-0.54,-0.19,NA,-0.32,NA,-0.09,-0.2575
"305","ADAM7",NA,NA,NA,-0.24,-0.08,-0.19,NA,-4.23,NA,NA,-1.185
"306","ADAM8",-1.35,-2.49,-2.01,-1.45,-3.4,-2.13,-1.41,-2.55,-2.27,-2.89,-2.195
"307","ADAM9",-2.39,-2.97,-4.06,-2.24,-3.55,-3.35,-1.56,-1.89,-2.47,-2.29,-2.677
"308","ADAMDEC1",-2.53,-4.07,-1.59,-3.6,-2.35,-2.86,-1.89,-2.33,-2.66,-2.09,-2.597
"309","ADAMTS1",-5.01,-4.98,-1.81,-4.5,-2.34,-4.57,-0.95,-2.98,NA,-5.1,-3.58222222222222
"310","ADAMTS10",-0.7,-0.67,-1.44,-0.57,-1.51,-0.81,-0.44,-0.75,-0.02,-1.34,-0.825
"311","ADAMTS12",-0.18,-0.08,-0.15,-0.19,0,-0.55,-0.12,-3.07,NA,-0.09,-0.492222222222222
"312","ADAMTS13",-0.08,-0.36,-0.21,-0.52,-0.71,-0.21,-0.03,-0.24,NA,-0.2,-0.284444444444444
"313","ADAMTS14",-0.47,-0.2,NA,-0.1,-0.29,-0.51,-0.16,-0.28,NA,-0.49,-0.3125
"314","ADAMTS15",-0.34,-0.04,-0.99,-0.24,-0.04,-0.22,0,-0.04,NA,-0.05,-0.217777777777778
"315","ADAMTS16",-0.1,-0.01,NA,-0.05,NA,-0.19,NA,-0.14,NA,-0.4,-0.148333333333333
"316","ADAMTS17",-0.35,-0.3,-0.86,-0.54,-1.57,-1.16,-0.93,-0.86,-0.04,-1.34,-0.795
"317","ADAMTS18",-1.33,-0.87,-0.27,-1.21,-0.06,-1.11,NA,-2.52,NA,-0.51,-0.985
"318","ADAMTS19",NA,-0.03,NA,-0.17,-0.2,-0.27,NA,-0.28,NA,NA,-0.19
"319","ADAMTS2",-0.34,-0.56,-0.21,-0.37,-0.7,-0.93,-0.69,-1.09,NA,-0.39,-0.586666666666667
"320","ADAMTS20",NA,-0.01,NA,-0.04,NA,-0.43,NA,-0.11,NA,NA,-0.1475
"321","ADAMTS3",-0.45,-0.84,-0.8,-0.13,-0.23,-0.78,-0.13,-0.88,NA,-0.42,-0.517777777777778
"322","ADAMTS4",-2.52,-2.35,-0.68,-2.46,-0.73,-2.8,-0.77,-0.54,NA,-3.59,-1.82666666666667
"323","ADAMTS5",-1.77,-0.81,-0.9,-0.58,-0.51,-0.98,-0.29,-0.09,NA,-1.24,-0.796666666666667
"324","ADAMTS6",-2.69,-1.7,-3.01,-1.14,-3.95,-1.44,-2.49,-1.71,-2.37,-1.62,-2.212
"325","ADAMTS7",-1.1,-0.95,-2.8,-1.35,-0.2,-2.9,-1.03,-0.45,NA,-1.19,-1.33
"326","ADAMTS8",0,0,-0.07,-0.52,-0.7,-0.48,0,-0.3,NA,NA,-0.25875
"327","ADAMTS9",-4.94,-2.68,-0.96,-2.85,-0.16,-4.66,-0.63,-1.91,NA,-5.13,-2.65777777777778
"328","ADAMTSL1",-1.4,-2.16,-0.21,-2.99,-0.64,-1,-0.14,-2.74,NA,-3.38,-1.62888888888889
"329","ADAMTSL2",-1.88,-1.98,-0.51,-1.23,-0.11,-2.4,-0.29,-0.05,NA,-0.72,-1.01888888888889
"330","ADAMTSL3",-0.18,-0.54,-0.44,-0.12,-0.25,-1.43,-0.23,-2.35,NA,-1,-0.726666666666667
"331","ADAMTSL4",-1.88,-1.35,-2.36,-1.06,-2.14,-3.07,-2.13,-3.63,-1.72,-3.53,-2.287
"332","ADAMTSL5",-0.54,-0.09,-1.18,-0.34,-0.78,-0.34,-0.65,-0.44,-0.3,-0.78,-0.544
"333","ADAP1",-0.72,-0.72,-1.09,-0.81,-1.21,-1.36,-0.9,-1.77,-1.53,-2.63,-1.274
"334","ADAP2",-3.58,-2.78,-3.35,-3.57,-5.68,-3.46,-3.16,-5.15,-2.95,-3.7,-3.738
"335","ADAR",0.16,-0.59,-0.58,-0.43,-0.75,-0.6,-0.19,-0.94,-0.78,-1.07,-0.577
"336","ADARB1",-1.73,-1.09,-0.98,-0.82,-1.41,-0.96,-0.39,-1.92,-0.7,-1.83,-1.183
"337","ADARB2",-0.14,-0.29,NA,-0.24,-0.17,-0.49,-0.32,-0.7,NA,-0.59,-0.3675
"338","ADAT1",-1.46,-1.73,-1.51,-0.93,-1.33,-0.75,-0.66,0.04,-1.02,-1.3,-1.065
"339","ADAT2",0.22,-0.0899999999999999,-0.22,-0.45,0.39,-0.34,0.01,-0.04,-0.12,-0.41,-0.105
"340","ADAT3",-0.34,-1.78,NA,-0.99,-0.27,-0.2,-0.07,-1.7,NA,-1.09,-0.805
"341","ADCK1",-4.6,-1.02,-1.56,-0.96,NA,-0.89,-1.13,-0.83,-0.53,-1.61,-1.45888888888889
"342","ADCK2",-1.24,-1.68,-1.79,-0.92,NA,-1.14,-1.63,-1.9,-1.13,-1.08,-1.39
"343","ADCK5",-0.6,-1.22,-1.76,-0.77,NA,-1.45,-0.63,-0.7,-0.27,-1.64,-1.00444444444444
"344","ADCY1",-0.7,-0.26,-1.51,-0.34,-0.87,-4.86,-0.05,-1,NA,-0.15,-1.08222222222222
"345","ADCY10",-0.06,-0.23,NA,-0.99,-0.32,-0.31,-0.09,-3.11,NA,NA,-0.73
"346","ADCY2",0,-0.03,-0.54,-0.19,-0.44,-1.04,0.03,-0.92,NA,-0.87,-0.444444444444444
"347","ADCY3",-0.76,-0.25,-0.85,-0.41,-0.78,-0.0500000000000003,-0.5,-0.62,-1,-1.25,-0.647
"348","ADCY4",-3.22,-4.98,-1.21,-3.51,-0.16,-3.39,-0.55,-0.71,-0.72,-4.13,-2.258
"349","ADCY5",-0.03,-0.74,-0.04,-0.27,-0.15,-0.47,-0.06,-0.04,NA,-0.26,-0.228888888888889
"350","ADCY6",-1.26,-0.93,-1.97,-1.04,-0.25,-1.39,-0.48,-0.09,NA,-0.84,-0.916666666666667
"351","ADCY7",-1.46,-1.09,-0.58,-1.15,-1.4,-1.28,-0.81,-1.02,-1.23,-0.86,-1.088
"352","ADCY8",NA,0,NA,-0.05,-0.36,0.02,NA,-0.36,NA,NA,-0.15
"353","ADCY9",-1.26,-0.45,-1.77,-0.47,-1.15,-1.56,-0.79,-0.5,-0.69,-0.64,-0.928
"354","ADCYAP1",-4.15,-5.17,-6.45,-0.12,-0.14,-6.67,-3.41,-3.97,-4.25,-3.55,-3.788
"355","ADCYAP1R1",0,-0.01,-0.04,-0.16,-0.09,-1.69,NA,-0.08,NA,NA,-0.295714285714286
"356","ADD1",-1.52,-1.27,-0.77,-1.05,-0.42,-0.72,-0.0100000000000002,-0.83,-0.8,-0.830000000000001,-0.822
"357","ADD2",-0.95,-0.42,-2.31,-1,-1.94,-1.72,-1.15,-0.43,-0.41,-1.2,-1.153
"358","ADD3",-1.36,-1.94,-1.39,-1.79,-1.9,-0.99,-1.94,-1.43,-2.09,-2.08,-1.691
"359","ADGB",-0.03,NA,NA,-0.03,-0.23,-0.64,-0.24,-1.08,NA,-0.68,-0.418571428571429
"360","ADH1A",NA,-0.01,NA,-0.05,NA,-0.11,-0.33,-2.56,NA,NA,-0.612
"361","ADH1B",-0.32,-1.66,-1.8,-0.8,-0.18,-1.18,-1.39,-2.29,NA,-0.25,-1.09666666666667
"362","ADH1C",-1.06,0,-1.08,-0.01,-0.02,-0.33,-1.18,-1.05,NA,-0.53,-0.584444444444444
"363","ADH4",NA,-0.17,NA,-0.71,NA,-1.12,-0.39,-2.26,NA,-0.61,-0.876666666666667
"364","ADH5",-0.27,-0.85,-0.73,-0.42,-0.49,-0.48,-0.23,-2.7,0.02,-1.22,-0.737
"365","ADH6",-0.31,-0.09,NA,-0.21,-0.98,-0.29,-0.13,-1.23,NA,-1.05,-0.53625
"366","ADH7",-0.23,-0.01,NA,-0.02,NA,-0.31,NA,-0.01,NA,NA,-0.116
"367","ADHFE1",-1.38,-1.24,-1.07,-2.08,NA,-0.96,-0.87,-0.92,-0.57,-1.48,-1.17444444444444
"368","ADI1",-2.43,-2.42,-1.35,-1.75,-2.41,-0.98,-2.4,-2.41,-1.79,-2.48,-2.042
"369","ADIG",NA,-0.17,NA,-0.09,-0.06,-0.17,NA,-0.48,NA,NA,-0.194
"370","ADIPOQ",NA,-0.09,NA,-0.34,-0.12,-0.44,NA,-0.25,NA,NA,-0.248
"371","ADIPOR1",-1.51,-0.99,-0.72,-0.58,-1.58,-1.73,-1.43,-1.9,-0.5,-1.34,-1.228
"372","ADIPOR2",-2.04,-0.36,-0.5,-0.62,-0.92,-2.3,-0.0700000000000003,-2.88,-0.27,-0.94,-1.09
"373","ADIRF",-5.3,-6.46,-3.44,-5.02,-0.21,-5.29,-1.77,-1.59,-0.84,-3.61,-3.353
"374","ADK",-1.3,-1.43,-1.9,-1.5,-1.62,-1.39,-2,-2.09,-1.89,-2.09,-1.721
"375","ADM",-4.21,-5.12,-5.24,-5.52,-3.53,-6.39,-2.49,-5.3,-4.4,-4.3,-4.65
"376","ADM2",-0.61,-0.39,-1.48,-0.6,-1.14,-0.96,-1.01,-0.65,-0.77,-0.19,-0.78
"377","ADM5",-3.25,-2.06,-0.48,-2.19,-0.51,-2.75,-0.09,-0.45,NA,-2.38,-1.57333333333333
"378","ADNP",-0.85,-0.81,-0.82,-1.11,-0.69,-3.08,-0.49,-0.88,-0.45,-1.58,-1.076
"379","ADNP2",-1.15,-0.7,-0.76,-0.63,-0.55,-1.7,-1.12,-2.44,-0.59,-1.91,-1.155
"380","ADO",-0.84,-0.88,-1.06,-0.98,-0.74,-1.65,-1.28,-1.17,-1.06,-0.29,-0.995
"381","ADORA1",-0.5,-0.14,-1.37,-0.12,-0.24,-0.75,-0.24,-0.57,NA,NA,-0.49125
"382","ADORA2A",-0.18,-3.17,NA,-0.22,-0.82,-2.43,-0.44,-1.11,-0.5,-1.51,-1.15333333333333
"383","ADORA2B",-0.84,-1.55,-0.85,-0.94,-2.04,-1.5,-1.39,-2.19,-0.46,-1.06,-1.282
"384","ADORA3",-2.7,-3.79,-4.01,-2.61,-4.5,-1.99,-2.09,-3.27,-1.2,-1.9,-2.806
"385","ADPGK",-0.88,-1.13,-1.12,-0.89,-1.33,-1.34,-0.7,-1.66,-0.92,-1.37,-1.134
"386","ADPRH",-0.99,-1.2,-1.89,-1.07,-1.33,-0.92,-0.85,-2.58,-1.27,-1.85,-1.395
"387","ADPRHL1",-0.69,-0.04,-0.2,-0.44,-0.61,-1.17,-0.34,-0.11,-0.02,-0.81,-0.443
"388","ADPRHL2",-0.59,-1.05,-0.79,-0.46,-1.72,-0.3,-0.49,-1.73,-0.18,-1.7,-0.901
"389","ADPRM",-1.75,-2.9,-2.15,-1.31,-2.34,-1.59,-0.97,-3.61,-1.19,-2.9,-2.071
"390","ADRA1A",NA,-0.48,NA,-1.01,-0.08,-0.45,-0.05,-0.53,NA,-0.2,-0.4
"391","ADRA1B",NA,0,NA,-0.57,NA,-0.18,NA,NA,NA,NA,-0.25
"392","ADRA1D",-0.03,0,NA,-0.01,NA,-0.31,-0.01,-0.21,NA,NA,-0.095
"393","ADRA2A",-0.61,-0.09,-2.4,-0.22,NA,-0.96,-0.07,-0.19,NA,-0.13,-0.58375
"394","ADRA2B",-0.42,-1.77,NA,-0.33,-0.23,-0.92,-1.23,-2.77,-0.64,-2.62,-1.21444444444444
"395","ADRA2C",-0.46,-0.02,-0.37,-0.09,-0.22,-0.98,-0.1,NA,NA,NA,-0.32
"396","ADRB1",-0.48,-0.43,-0.4,-0.42,-1.26,-2.7,-1.12,-1.01,-0.85,-1.08,-0.975
"397","ADRB2",-4.45,-5.27,-2.68,-5.26,-2.56,-3.67,-3.36,-4.01,-3.87,-3.5,-3.863
"398","ADRB3",-1.24,-1.32,NA,-0.05,-0.7,-1.05,-0.37,NA,NA,NA,-0.788333333333333
"399","ADRM1",-0.29,-0.63,-0.76,-0.38,-1.08,-0.62,-0.16,-1.31,-0.3,-0.41,-0.594
"400","ADSL",-0.87,-0.6,-0.57,-0.78,-0.97,-0.93,-0.5,-1.97,-0.4,-0.48,-0.807
"401","ADSS",-0.0899999999999999,-1.05,-0.04,-0.76,-0.71,-0.85,-0.19,-0.74,-0.02,-0.43,-0.488
"402","ADSSL1",-1.7,-0.35,-1.3,-0.31,-1.73,-0.62,-0.52,-0.57,-0.28,-0.74,-0.812
"403","ADTRP",-3.4,-3.43,-1.47,-3.08,-2.63,-2.55,-1.05,-1.6,-0.99,-3.08,-2.328
"404","AEBP1",-2.27,-1.55,-2.09,-2.09,-1.23,-1.99,-0.98,-0.44,-1,-1.55,-1.519
"405","AEBP2",-0.48,-1.29,0.0800000000000001,-0.38,-1.58,-0.7,-0.42,-1.57,-0.53,-0.45,-0.732
"406","AEN",-1.39,-0.25,-0.4,-0.96,-1.07,-0.57,-0.74,-0.77,-0.38,-0.96,-0.749
"407","AES",-1.78,-1.15,-0.649999999999999,-1.48,-0.74,-0.23,-0.5,-0.73,-0.699999999999999,-1.51,-0.947
"408","AF165138.7",-0.78,NA,NA,NA,-0.09,NA,-0.07,NA,NA,NA,-0.313333333333333
"409","AFAP1",-2.19,-1.77,-1.48,-1.46,-1.62,-1.72,-0.8,-0.27,-0.36,-1.37,-1.304
"410","AFAP1L1",-3.03,-3.58,-0.39,-3.61,-0.42,-3.51,-0.94,-2.38,NA,-3.28,-2.34888888888889
"411","AFAP1L2",-1.42,-2.12,-0.88,-0.56,-0.44,-1.64,0.3,-0.7,-0.65,-2.47,-1.058
"412","AFF1",-1.28,-0.86,-0.98,-0.77,-0.67,-1.57,-1.43,-2.06,-0.86,-1.56,-1.204
"413","AFF3",-2.99,-1.47,-3.9,-2.81,-3.96,-3.14,-3.79,-3.58,-3.82,-4.44,-3.39
"414","AFF4",-0.98,-0.72,-1.2,-0.64,-0.49,-1.03,-0.84,-1.3,-0.64,-1.01,-0.885
"415","AFG3L2",-0.46,-0.8,-0.76,-1.36,NA,-1.2,-0.57,-1.12,-0.82,-1.88,-0.996666666666667
"416","AFM",NA,-0.01,NA,-0.02,-0.05,-0.1,-0.39,-1.14,NA,NA,-0.285
"417","AFMID",-1.73,-1.89,-1.42,-1.19,-1.57,-1.99,-1.84,-2.97,-1.85,-2.42,-1.887
"418","AFP",NA,-0.02,NA,-0.03,NA,-0.22,-1.72,-0.48,NA,NA,-0.494
"419","AFTPH",-0.38,-1.46,-1.79,-0.67,-0.82,-0.48,-0.84,-1.26,-1.52,-1.12,-1.034
"420","AGA",-2.04,-1.53,-0.33,-1.31,-1.28,-1.14,-1.63,-1.63,-1.7,-1.6,-1.419
"421","AGAP1",-0.92,-1.01,-2.9,-0.62,-1.46,-2.64,-0.77,-0.87,-0.01,-1.46,-1.266
"422","AGAP2",-0.27,-1.26,-0.4,-1.12,-2.36,-1.21,-0.5,-0.46,-0.39,-0.61,-0.858
"423","AGAP3",-1.52,-2.34,-2.9,-1.09,-1.07,-1.9,-0.58,-1.73,-1.45,-4.73,-1.931
"424","AGAP4",-0.4,-1.32,-0.64,-1.15,-0.57,-1.3,-0.46,-1.21,-0.76,-1.41,-0.922
"425","AGAP5",-0.16,0.11,-1.27,-1.37,NA,-0.55,-0.02,-0.97,-0.67,-2.47,-0.818888888888889
"426","AGAP6",-0.78,-2.66,-1.38,-0.99,-0.78,-0.58,-1.03,-2.5,-0.5,-2.64,-1.384
"427","AGBL1",NA,0,NA,-0.11,-0.44,-0.52,NA,-0.11,NA,NA,-0.236
"428","AGBL2",-0.32,-0.64,-1.11,-1.39,-0.7,-0.55,-0.24,-1.6,-0.14,-1.97,-0.866
"429","AGBL3",-0.92,-1.01,-0.81,-0.34,-0.15,-1.2,-2.07,-1.15,-0.19,-1.54,-0.938
"430","AGBL4",-0.14,-0.09,NA,-0.1,-0.18,-1,-0.01,-0.32,NA,-0.1,-0.2425
"431","AGBL5",-0.75,-0.74,-1.25,-1.65,-1.03,-0.92,-0.92,-0.62,-0.18,-1.58,-0.964
"432","AGER",-0.49,-1.05,-0.86,-1.27,-0.82,-1.38,-0.88,-2.55,-1.6,-2.81,-1.371
"433","AGFG1",-1.06,-0.68,-0.49,-0.38,-1.45,0.1,-0.86,-1.54,-1.83,-0.94,-0.913
"434","AGFG2",-0.86,-0.5,-0.0299999999999998,-0.39,-0.66,-1.29,-0.37,-2.53,-0.38,-0.2,-0.721
"435","AGGF1",-0.57,-0.68,-1.4,-0.68,-0.38,-0.83,-0.0999999999999996,-1.1,-0.68,-0.58,-0.7
"436","AGK",-0.56,-2.19,-0.22,-1.64,NA,-0.89,-0.87,-0.74,-0.65,-1.09,-0.983333333333333
"437","AGL",-0.52,-0.81,-0.5,-0.75,-0.49,-0.35,-0.8,-0.91,-0.94,-0.25,-0.632
"438","AGMAT",-0.28,-0.1,-2.03,-1.05,NA,0.0499999999999998,-1.18,-2.22,-0.57,-0.38,-0.862222222222222
"439","AGMO",-0.1,-0.68,NA,-0.72,-0.08,-1.03,-0.24,-0.49,NA,-0.28,-0.4525
"440","AGO1",-0.28,-0.78,-1.56,-1.18,-1.53,-0.43,-0.25,-1.58,-0.9,-0.75,-0.924
"441","AGO2",-0.85,-1.74,-0.84,-0.51,-0.91,-0.33,-0.27,-1.59,-0.94,-1.24,-0.922
"442","AGO3",-0.67,-1.44,-1.07,-1.12,-0.54,-1.44,-0.92,-0.67,-0.62,-2.68,-1.117
"443","AGO4",-0.97,-1.96,-2.83,-0.99,-1.34,-1.65,-1.17,-2.05,-1.39,-0.93,-1.528
"444","AGPAT1",-1.35,-1.52,-0.17,-1.19,-1.98,-2.13,-1.58,-1.4,-1.09,-1.6,-1.401
"445","AGPAT2",-0.76,-1.11,-1.4,-1.22,-1.48,-1.37,-0.71,-1.87,-1.09,-1.58,-1.259
"446","AGPAT3",-0.7,-0.94,-0.23,-0.55,-0.92,-0.0499999999999998,-0.58,-1.82,-1.66,-1.78,-0.923
"447","AGPAT4",-1.56,-1.02,-1.33,-1.09,-1.44,-2.21,-1.41,-0.78,-1.4,-1.52,-1.376
"448","AGPAT5",-0.71,-1.32,-1.62,-0.96,NA,-0.88,-0.65,-3.09,-0.83,-3.25,-1.47888888888889
